FacilityName                                                   ,City                 ,END
Warren CUSD 205                                                ,Warren               ,
Warren Elem School                                             ,Chicago              ,
Warren Elementary School                                       ,Warren               ,
Warren Jr/Sr High School                                       ,Warren               ,
Warren Park School                                             ,Cicero               ,
Warren Township High School                                    ,Gurnee               ,
Warren Twp HSD 121                                             ,Gurnee               ,
Warrensburg-Latham CUSD 11                                     ,Warrensburg          ,
Warrensburg-Latham Elem Sch                                    ,Warrensburg          ,
Warrensburg-Latham High School                                 ,Warrensburg          ,
Warrensburg-Latham Middle Sch                                  ,Warrensburg          ,
Warsaw CUSD 316                                                ,Warsaw               ,
Warsaw Elem School                                             ,Warsaw               ,
Warsaw Sr High School                                          ,Warsaw               ,
Wasco Elem School                                              ,Wasco                ,
Washington G Elem School                                       ,Chicago              ,
Washington H Elem School                                       ,Chicago              ,
Washington Academy                                             ,Belvidere            ,
Washington Attendance Center                                   ,Carmi                ,
Washington CHSD 308                                            ,Washington           ,
Washington Comm High School                                    ,Washington           ,
Washington Dual Language Academy                               ,Maywood              ,
Washington Elem School                                         ,Jacksonville         ,
Washington Elem School                                         ,Pana                 ,
Washington Elem School                                         ,Glenview             ,
Washington Elem School                                         ,Evanston             ,
Washington Elem School                                         ,Schiller Park        ,
Washington Elem School                                         ,Riverdale            ,
Washington Elem School                                         ,Champaign            ,
Washington Elem School                                         ,Robinson             ,
Washington Elem School                                         ,Pontiac              ,
Washington Elem School                                         ,Bloomington          ,
Washington Elem School                                         ,Marion               ,
Washington Elem School                                         ,Rushville            ,
Washington Elem School                                         ,Elgin                ,
Washington Elem School                                         ,Waukegan             ,
Washington Elem School                                         ,Mundelein            ,
Washington Elem School                                         ,Oglesby              ,
Washington Elem School                                         ,East Alton           ,
Washington Elem School                                         ,Harvard              ,
Washington Elem School                                         ,Dixon                ,
Washington Elem School                                         ,Sterling             ,
Washington Elementary School                                   ,Rockford             ,
Washington Elementary School                                   ,Wheaton              ,
Washington G High School                                       ,Chicago              ,
Washington Gifted School                                       ,Peoria               ,
Washington Gifted School                                       ,Rockford             ,
Washington Intermediate School                                 ,Pekin                ,
Washington Jr High & Academy Prgm                              ,Joliet               ,
Washington Jr High School                                      ,Naperville           ,
Washington Jr High School                                      ,Rock Island          ,
Washington Junior High                                         ,Riverdale            ,
Washington Middle School                                       ,Lyons                ,
Washington Middle School                                       ,Johnston City        ,
Washington Middle School                                       ,Aurora               ,
Washington Middle School                                       ,Springfield          ,
Washington Middle School                                       ,Washington           ,
Washington School                                              ,Monticello           ,
Washington School                                              ,Belleville           ,
Washington SD 52                                               ,Washington           ,
Washington-McKinley Elem Sch                                   ,Chicago Heights      ,
Washington-Monroe Elem School                                  ,Lincoln              ,
Waterbury Elem School                                          ,Roselle              ,
Waterfall Canyon Acad Res 2                                    ,Ogden                ,
Waterfall Canyon Academy                                       ,Ogden                ,
Waterfall Canyon Boys Trans                                    ,Ogden                ,
Waterfall Canyon Girls Trans                                   ,North Ogden          ,
Waterfall Canyon Res 1                                         ,Ogden                ,
Waterloo CUSD 5                                                ,Waterloo             ,
Waterloo High School                                           ,Waterloo             ,
Waterloo Junior High School                                    ,Waterloo             ,
Waters Elem School                                             ,Chicago              ,
Watseka Comm High School                                       ,Watseka              ,
Waubonsie Valley High School                                   ,Aurora               ,
Wauconda CUSD 118                                              ,Wauconda             ,
Wauconda CUSD 118 ALOP                                         ,Wauconda             ,
Wauconda Grade School                                          ,Wauconda             ,
Wauconda High School                                           ,Wauconda             ,
Wauconda Middle School                                         ,Wauconda             ,
Waukegan CUSD 60                                               ,Waukegan             ,
Waukegan High School                                           ,Waukegan             ,
Waverly CUSD 6                                                 ,Waverly              ,
Waverly Elementary School                                      ,Waverly              ,
Waverly Junior/Senior High School                              ,Waverly              ,
Wayne Builta Elementary School                                 ,Bolingbrook          ,
Wayne City Attendance Center                                   ,Wayne City           ,
Wayne City CUSD 100                                            ,Wayne City           ,
Wayne City High School                                         ,Wayne City           ,
Wayne Elem School                                              ,Wayne                ,
Wayne Thomas Elem School                                       ,Highland Park        ,
WCISEC ED                                                      ,Rushville            ,
WCISEC HS ED                                                   ,Macomb               ,
WCISEC HS MD                                                   ,Carthage             ,
WCISEC MD                                                      ,Colchester           ,
WCSEA Black Partridge Pub Day Prog                             ,Germantwn Hls        ,
WCSEA-Benson                                                   ,Benson               ,
WCSEA-GH-4-8                                                   ,Germantwn Hls        ,
WCSEA-Lowpoint Washburn                                        ,Washburn             ,
WCSEA-MGS                                                      ,Metamora             ,
WCSEA-Minonk-K-2                                               ,Minonk               ,
WCSEA-MTHS-9-12                                                ,Metamora             ,
WCSEA-Riverview                                                ,East Peoria          ,
WCSEA-Sowers-K-4                                               ,Roanoke              ,
WCSEA-Wenona-6-8                                               ,Wenona               ,
WCSEC-Intermediate Instruc Prgrm                               ,Rockton              ,
WCSEC-Primary Instructional Prgrm                              ,Rockton              ,
WCSEC-Soc Emotnl Learn Found-Elementary                        ,Rockton              ,
WCSEC-Soc Emtlnl Learn Found-MS Program                        ,Roscoe               ,
Webber High School                                             ,Bluford              ,
Webster Elem School                                            ,Chicago              ,
Webster Elem School                                            ,Rushville            ,
Webster Elementary School                                      ,Collinsville         ,
Webster-Cantrell Hall                                          ,Decatur              ,
Wediko Childrens Service                                       ,Boston               ,
Wediko School                                                  ,Windsor              ,
Wediko School - Intensive                                      ,Windsor              ,
Wegner Elementary School                                       ,West Chicago         ,
Wells Community Academy HS                                     ,Chicago              ,
Wells Elem School                                              ,East Moline          ,
Wells Elementary School                                        ,Grayville            ,
Wells Preparatory Elem Academy                                 ,Chicago              ,
Wentworth Elem School                                          ,Chicago              ,
Wentworth Intermediate School                                  ,Calumet City         ,
Wentworth Jr High School                                       ,Calumet City         ,
Wesclin CUSD 3                                                 ,Trenton              ,
Wesclin Middle School                                          ,Trenton              ,
Wesclin Sr High School                                         ,Trenton              ,
Wescott Elementary School                                      ,Northbrook           ,
Wesley Elem School                                             ,Addison              ,
Wesmere Elementary School                                      ,Plainfield           ,
West 40 ALOP Achievers                                         ,Hillside             ,
West 40 Reg Safe Sch Middle Prg                                ,Hillside             ,
West 40-Sr. Plus                                               ,Hillside             ,
West Aurora High School                                        ,Aurora               ,
West Aurora HS RSSP                                            ,Aurora               ,
West Aurora Learning Center/Early Learning Academy             ,Aurora               ,
West Campus Facility                                           ,Mason City           ,
West Carroll CUSD 314                                          ,Mount Carroll        ,
West Carroll High School                                       ,Savanna              ,
West Carroll Middle School                                     ,Mount Carroll        ,
West Carroll Primary                                           ,Savanna              ,
West Central CUSD 235                                          ,Biggsville           ,
West Central Early Childhood                                   ,Media                ,
West Central Elementary School                                 ,Biggsville           ,
West Central High School                                       ,Biggsville           ,
West Central IL Spec Educ Coop                                 ,Macomb               ,
West Central Middle School                                     ,Stronghurst          ,
West Central Regional System                                   ,Quincy               ,
West Chicago D33 ELC Winfield Primary Annex                    ,Winfield             ,
West Chicago ESD 33                                            ,West Chicago         ,
West Elem School                                               ,Sycamore             ,
West Elem School                                               ,Crystal Lake         ,
West Elementary School                                         ,Zion                 ,
West Elementary School                                         ,Alton                ,
West Englewood Christian Comm Sch                              ,Chicago              ,
West Jr High School                                            ,Belleville           ,
West Leyden High School                                        ,Northlake            ,
West Lincoln-Broadwell Elem Sch                                ,Lincoln              ,
West Lincoln-Broadwell ESD 92                                  ,Lincoln              ,
West Middle School                                             ,Rockford             ,
West Northfield SD 31                                          ,Northbrook           ,
West Oak Intermediate School                                   ,Mundelein            ,
West Oak Middle School                                         ,Mundelein            ,
West Park Elem Academy                                         ,Chicago              ,
West Prairie CUSD 103                                          ,Colchester           ,
West Prairie High School                                       ,Sciota               ,
West Prairie Middle School                                     ,Colchester           ,
West Prairie North Elementary                                  ,Good Hope            ,
West Prairie South Elementary                                  ,Colchester           ,
West Ridge Elem School                                         ,Chicago              ,
West Salem Grade School                                        ,West Salem           ,
West School                                                    ,Glencoe              ,
West Side Primary School                                       ,Harrisburg           ,
West Suburban Montessori School                                ,Oak Park             ,
West Town Academy                                              ,Chicago              ,
West View Elem School                                          ,Rockford             ,
West Washington Co CUD 10                                      ,Okawville            ,
Westbrook Early Learning Cntr                                  ,Mt Prospect          ,
Westbrook Elementary School                                    ,Glenview             ,
Westchester Intermediate School                                ,Westchester          ,
Westchester Middle School                                      ,Westchester          ,
Westchester Primary School                                     ,Westchester          ,
Westchester SD 92-5                                            ,Westchester          ,
Westcott Elem School                                           ,Chicago              ,
Westdale Elem School                                           ,Northlake            ,
Western Area Career System 265                                 ,Macomb               ,
Western Avenue Elem School                                     ,Flossmoor            ,
Western Avenue Elem School                                     ,Geneva               ,
Western Barry Elem                                             ,Barry                ,
Western CUSD 12                                                ,Barry                ,
Western High School                                            ,Barry                ,
Western Jr High School                                         ,Kinderhook           ,
Western Springs SD 101                                         ,Western Springs      ,
Western Trails Elem School                                     ,Carol Stream         ,
Westfair Christian Academy                                     ,Jacksonville         ,
Westfield School                                               ,Winthrop Harbor      ,
Westfield Community School                                     ,Algonquin            ,
Westfield Elem School                                          ,Glen Ellyn           ,
Westfield Middle School                                        ,Bloomingdale         ,
Westgate Elem School                                           ,Arlington Heights    ,
Westhaven Elementary                                           ,Belleville           ,
Westinghouse High School                                       ,Chicago              ,
Westlake Christian Academy                                     ,Grayslake            ,
Westminster Christian School                                   ,Elgin                ,
Westmont High School                                           ,Westmont             ,
Westmont Jr High School                                        ,Westmont             ,
Westmoor Elem School                                           ,Northbrook           ,
Westmore Elem School                                           ,Lombard              ,
Westside Christian Academy                                     ,Robinson             ,
Westside Holistic Leadership Aca                               ,Chicago              ,
Westview Elem School                                           ,Champaign            ,
Westview Elem School                                           ,Wood Dale            ,
Westview Elementary School                                     ,Canton               ,
Westview Hills Middle School                                   ,Willowbrook          ,
Westville CUSD 2                                               ,Westville            ,
Westville High School                                          ,Westville            ,
Westville Jr High School                                       ,Westville            ,
Westwood Elem School                                           ,Woodstock            ,
Wethersfield CUSD 230                                          ,Kewanee              ,
Wethersfield Elem School                                       ,Kewanee              ,
Wethersfield Jr/Sr High School                                 ,Kewanee              ,
Wheatland Academy                                              ,Naperville           ,
Wheatland Salem Christian Acad                                 ,Naperville           ,
Wheaton Academy                                                ,West Chicago         ,
Wheaton Christian Grammar School                               ,Winfield             ,
Wheaton Montessori School                                      ,Wheaton              ,
Wheaton North High School                                      ,Wheaton              ,
Wheaton Warrenville South H S                                  ,Wheaton              ,
Wheeling CCSD 21                                               ,Wheeling             ,
Wheeling High School                                           ,Wheeling             ,
Whistler Elem School                                           ,Chicago              ,
White Eagle Elementary                                         ,Naperville           ,
White Elem Career Academy                                      ,Chicago              ,
White Heath Elem School                                        ,White Heath          ,
White Oak Elementary                                           ,Morris               ,
Whitehead Elem School                                          ,Rockford             ,
Whiteside Area Career                                          ,Sterling             ,
Whiteside Elem School                                          ,Belleville           ,
Whiteside Middle School                                        ,Belleville           ,
Whiteside Regional Voc System                                  ,Sterling             ,
Whiteside SD 115                                               ,Belleville           ,
Whitman Post Elem School                                       ,Rockton              ,
Whitney Elem School                                            ,Chicago              ,
Whitney M. Young High School                                   ,Chicago              ,
Whitney Young Magnet High School                               ,Chicago              ,
Whittier Elem School                                           ,Oak Park             ,
Whittier Elem School                                           ,Harvey               ,
Whittier Elem School                                           ,Chicago              ,
Whittier Elem School                                           ,Downers Grove        ,
Whittier Elem School                                           ,Wheaton              ,
Whittier Elem School                                           ,Waukegan             ,
Whittier Elementary School                                     ,Blue Island          ,
Whittier Primary School                                        ,Northlake            ,
Whittier Primary School                                        ,Peoria               ,
Wiesbrook Elem School                                          ,Wheaton              ,
Wilbur Trimpe Middle School                                    ,Bethalto             ,
Wilco Area Career Center                                       ,Romeoville           ,
Wilcox Elem School                                             ,Springfield          ,
Wild Rose Elem School                                          ,Saint Charles        ,
Wilder-Waite Grade School                                      ,Peoria               ,
Wildwood Elem School                                           ,Chicago              ,
Wiley Elementary School                                        ,Urbana               ,
Will Co Detention Center 6-8                                   ,Joliet               ,
Will Co Detention Center 9-12                                  ,Joliet               ,
Will County SD 92                                              ,Lockport             ,
Will ROE                                                       ,Joliet               ,
Willard Elem School                                            ,Evanston             ,
Willard Elem School                                            ,River Forest         ,
Willard Elem School                                            ,South Elgin          ,
Willard Elem School                                            ,Moline               ,
William Beye Elem School                                       ,Oak Park             ,
William E Young School                                         ,Homer Glen           ,
William F Murphy Elem School                                   ,Woodridge            ,
William Hatch Elem School                                      ,Oak Park             ,
William Holliday Elem School                                   ,Fairview Heights     ,
William J Butler School                                        ,Lockport             ,
William L Thompson School                                      ,Lake Villa           ,
William M Bedell-ARC                                           ,Wood River           ,
William M Bedell-Wood River                                    ,Wood River           ,
Williams Medical Prep High Sch                                 ,Chicago              ,
Williamsburg Elem School                                       ,Geneva               ,
Williamsfield CUSD 210                                         ,Williamsfield        ,
Williamsfield Elem School                                      ,Williamsfield        ,
Williamsfield High School                                      ,Williamsfield        ,
Williamsfield Middle School                                    ,Williamsfield        ,
Williamson Co CTE System                                       ,Marion               ,
Williamson Co Intensive Program                                ,Marion               ,
Williamson Co Learning Cntr                                    ,Marion               ,
Williamson Co Spec Educ District                               ,Marion               ,
Williamsville CUSD 15                                          ,Williamsville        ,
Williamsville High School                                      ,Williamsville        ,
Williamsville Jr High School                                   ,Williamsville        ,
Willow Bend Elem School                                        ,Rolling Meadows      ,
Willow Creek Elem School                                       ,Woodridge            ,
Willow Elem School                                             ,Pekin                ,
Willow Grove Early Learning Center                             ,Buffalo Grove        ,
Willow Grove Elem School                                       ,Centralia            ,
Willow Grove SD 46                                             ,Centralia            ,
Willow School                                                  ,Homewood             ,
Willow Springs Elem School                                     ,Willow Springs       ,
Willow Springs SD 108                                          ,Willow Springs       ,
Willowbrook Elem School                                        ,Glenview             ,
Willowbrook High School                                        ,Villa Park           ,
Willowbrook Middle School                                      ,South Beloit         ,
Willowglen-Brewster                                            ,Freeport             ,
Willowglen-DeBoer                                              ,Freeport             ,
Willowglen-Illinois                                            ,Freeport             ,
Willowglen-Illinois Intensive                                  ,Freeport             ,
Willowglen-Kunkle                                              ,Freeport             ,
Willowglen-Washington                                          ,Freeport             ,
Willowglen-Whistler                                            ,Freeport             ,
Willows Academy                                                ,Des Plaines          ,
Wilmette Community Sp Ed Agreement                             ,Wilmette             ,
Wilmette Junior High School                                    ,Wilmette             ,
Wilmette SD 39                                                 ,Wilmette             ,
Wilmington CUSD 209U                                           ,Wilmington           ,
Wilmington High School                                         ,Wilmington           ,
Wilmington Middle School                                       ,Wilmington           ,
Wilmot Elem School                                             ,Deerfield            ,
Wilson ASPIRE                                                  ,Rockford             ,
Wilson Creek Elem Sch                                          ,Manhattan            ,
Wilson Elem School                                             ,Chicago Heights      ,
Wilson Elem School                                             ,Granite City         ,
Wilson Elementary School                                       ,Calumet City         ,
Wilson Intermediate School                                     ,Pekin                ,
Wilson Montessori Academy                                      ,Elmhurst             ,
Winchester CUSD 1                                              ,Winchester           ,
Winchester Elem School                                         ,Winchester           ,
Winchester High School                                         ,Winchester           ,
Windsor CUSD 1                                                 ,Windsor              ,
Windsor Elem School                                            ,Loves Park           ,
Windsor Elem School                                            ,Windsor              ,
Windsor Elementary School                                      ,Arlington Heights    ,
Windsor Jr & Sr High School                                    ,Windsor              ,
Winfield Central School                                        ,Winfield             ,
Winfield Primary School                                        ,Winfield             ,
Winfield SD 34                                                 ,Winfield             ,
Wingate Elementary School                                      ,Shiloh               ,
Winnebago Co Detention Center                                  ,Rockford             ,
Winnebago County Spec Educ Coop                                ,Rockton              ,
Winnebago CUSD 323                                             ,Winnebago            ,
Winnebago Elem School                                          ,Bloomingdale         ,
Winnebago High School                                          ,Winnebago            ,
Winnebago Middle School                                        ,Winnebago            ,
Winnetka Covenant Church-Preschool                             ,Wilmette             ,
Winnetka SD 36                                                 ,Winnetka             ,
Winola Elementary School                                       ,Viola                ,
Winston Campus Elementary                                      ,Palatine             ,
Winston Campus Jr High                                         ,Palatine             ,
Winston Churchill Elem School                                  ,Schaumburg           ,
Winston Churchill School                                       ,Homewood             ,
Winston Knolls Education Group                                 ,Hoffman Estates      ,
Winthrop Harbor SD 1                                           ,Winthrop Harbor      ,
Wisdom Learning Academy                                        ,Chicago              ,
Wm Bedell Achievemnt/Resource Ctr                              ,Wood River           ,
Wm F Gurrie Middle School                                      ,La Grange            ,
Wm Fremd High School                                           ,Palatine             ,
Wm Hammerschmidt Elem School                                   ,Lombard              ,
Wm Nashold Early Childhood Center                              ,Rockford             ,
Wolcott School                                                 ,Chicago              ,
Wolcott School                                                 ,Thornton             ,
Wolf Branch Elem School                                        ,Swansea              ,
Wolf Branch Middle School                                      ,Swansea              ,
Wolf Branch SD 113                                             ,Swansea              ,
Wolf Ridge Education Center                                    ,Bunker Hill          ,
Wolfs Crossing Elem School                                     ,Aurora               ,
Wonder Montessori School                                       ,Chicago              ,
Wonderland Kids Academy                                        ,Fox River Grv        ,
Wood Dale Jr High School                                       ,Wood Dale            ,
Wood Dale SD 7                                                 ,Wood Dale            ,
Wood Oaks Jr High School                                       ,Northbrook           ,
Wood River-Hartford ESD 15                                     ,Wood River           ,
Wood View Elem School                                          ,Bolingbrook          ,
Woodford Cty Special Ed Assoc                                  ,Metamora             ,
Woodgate Elem School                                           ,Matteson             ,
Woodland CCSD 50                                               ,Gurnee               ,
Woodland CUSD 5                                                ,Streator             ,
Woodland Elem School                                           ,Joliet               ,
Woodland Elementary                                            ,Gages Lake           ,
Woodland Elementary School                                     ,Edwardsville         ,
Woodland Elementary/Jr High Sch                                ,Streator             ,
Woodland High School                                           ,Streator             ,
Woodland Intermediate Sch                                      ,Gurnee               ,
Woodland Middle School                                         ,Gurnee               ,
Woodland Primary School                                        ,Gages Lake           ,
Woodlands Acad of the Sacred Hrt                               ,Lake Forest          ,
Woodlawn Academy College Preparatory                           ,Chicago              ,
Woodlawn Elem Community School                                 ,Chicago              ,
Woodlawn Grade School                                          ,Woodlawn             ,
Woodlawn High School                                           ,Woodlawn             ,
Woodlawn Middle School                                         ,Long Grove           ,
Woodlawn Unit School District 209                              ,Woodlawn             ,
Woodridge of Missouri LLLC                                     ,Madison              ,
Woodridge SD 68                                                ,Woodridge            ,
Woodrow Wilson Elem School                                     ,Cicero               ,
Woodrow Wilson Elem School                                     ,East Peoria          ,
Woodrow Wilson Middle School                                   ,Moline               ,
Woodruff Career & Tech Center                                  ,Peoria               ,
Woods Creek Elementary School                                  ,Crystal Lake         ,
Woodson South Elem School                                      ,Chicago              ,
Woodstock Christian School                                     ,Woodstock            ,
Woodstock CUSD 200                                             ,Woodstock            ,
Woodstock High School                                          ,Woodstock            ,
Woodstock North High School                                    ,Woodstock            ,
Woodview School                                                ,Grayslake            ,
Woodward Youth Corporation                                     ,Woodward             ,
Word Made Flesh Academy                                        ,Midlothian           ,
Word of God Christian Acad                                     ,Melrose Park         ,
Word of Life Christian                                         ,Granite City         ,
Worden Elementary School                                       ,Worden               ,
World Language High School                                     ,Chicago              ,
Worldwide Christian Academy                                    ,Matteson             ,
Worship Academy College Preparatory                            ,Chicago              ,
Worth Elem School                                              ,Worth                ,
Worth Jr High School                                           ,Worth                ,
Worth SD 127                                                   ,Worth                ,
Worthridge School                                              ,Worth                ,
Worthwoods Elem School                                         ,Worth                ,
Wredling Middle School                                         ,Saint Charles        ,
WRFS Services LLC                                              ,Wabash               ,
Wyvetter Younge Alternative Center for Education               ,East Saint Louis     ,
Xilin Academy Day Care Cntr                                    ,Naperville           ,
Yankee Ridge Elem School                                       ,Urbana               ,
Yates Elem School                                              ,Chicago              ,
YBMC Charter Sch                                               ,Normal               ,
YCCS Chtr - Chatham                                            ,Chicago              ,
YCCS- McKinley-Lakeside Leadership Academy                     ,Chicago              ,
YCCS-Albizu Campos Puerto Rican HS                             ,Chicago              ,
YCCS-ASPIRA Pantoja Alt HS                                     ,Chicago              ,
YCCS-Association House                                         ,Chicago              ,
YCCS-Austin Career Ed Cntr HS                                  ,Chicago              ,
YCCS-CCA Academy HS                                            ,Chicago              ,
YCCS-Community Youth Dev Inst HS                               ,Chicago              ,
YCCS-Innovations of Arts Integr HS                             ,Chicago              ,
YCCS-Jane Addams Alternative HS                                ,Chicago              ,
YCCS-Latino Youth Alternative HS                               ,Chicago              ,
YCCS-Olive Harvey Mid College HS                               ,Chicago              ,
YCCS-Progressive Leadership Academy                            ,Chicago              ,
YCCS-Scholastic Achievement HS                                 ,Chicago              ,
YCCS-Sullivan House Alt HS                                     ,Chicago              ,
YCCS-Truman Middle College HS                                  ,Chicago              ,
YCCS-Virtual HS                                                ,Chicago              ,
YCCS-West Town Academy Alt HS                                  ,Chicago              ,
YCCS-Westside Holistic Ldr Acad HS                             ,Chicago              ,
YCCS-Youth Connection Leadership Academy                       ,Chicago              ,
YEA Program                                                    ,Yorkville            ,
Yellowstone Academy                                            ,Billings             ,
Yellowstone Boys & Girls Ranch                                 ,Billings             ,
Yellowstone Ranch-Therapeutic                                  ,Billings             ,
Yeshiva Derech Hatorah of Chicago                              ,Chicago              ,
Yeshiva Gedola of the Midwest - Yeshiva Eitz Chaim             ,Chicago              ,
Yeshiva High School of Chicago                                 ,Chicago              ,
Yeshiva Ohr Boruch                                             ,Chicago              ,
Yeshivas Meor Hatorah                                          ,Chicago              ,
YESHIVAS MEOR HATORAH OF CHICAGO                               ,CHICAGO              ,
York Center Elem School                                        ,Lombard              ,
York Comm High School                                          ,Elmhurst             ,
YORKVILLE CHRISITAN HIGH SCHOOL                                ,YORKVILLE            ,
Yorkville Christian High School                                ,Yorkville            ,
Yorkville CUSD 115                                             ,Yorkville            ,
Yorkville Grade School                                         ,Yorkville            ,
Yorkville High School                                          ,Yorkville            ,
Yorkville Intermediate School                                  ,Yorkville            ,
Yorkville Middle School                                        ,Yorkville            ,
Young Adult Program                                            ,Arlington Heights    ,
Young Elem School                                              ,Chicago              ,
Young Magnet High School                                       ,Chicago              ,
Young Womens Leadership Chartr HS                              ,Chicago              ,
Youthbuild Academy                                             ,Normal               ,
Zadok Casey Middle School                                      ,Mount Vernon         ,
Zapata Elem Academy                                            ,Chicago              ,
Zeigler Christian Academy                                      ,Zeigler              ,
Zeigler-Royalton CUSD 188                                      ,Zeigler              ,
Zeigler-Royalton Elem School                                   ,Zeigler              ,
Zeigler-Royalton High School                                   ,Zeigler              ,
Zeigler-Royalton Jr High School                                ,Zeigler              ,
Zenon J Sykuta School                                          ,Country Club Hills   ,
Zimmerman Consulting                                           ,Los Lunas            ,
Zion Buds of Promise Christian Acad                            ,South Holland        ,
Zion Central Middle School                                     ,Zion                 ,
Zion Christian School                                          ,Zion                 ,
Zion ESD 6                                                     ,Zion                 ,
Zion Lutheran Belleville                                       ,Belleville           ,
Zion Lutheran Early Childhood Center                           ,Tinley Park          ,
Zion Lutheran School                                           ,Litchfield           ,
Zion Lutheran School                                           ,Mount Pulaski        ,
Zion Lutheran School                                           ,Lincoln              ,
Zion Lutheran School                                           ,Staunton             ,
Zion Lutheran School                                           ,Bethalto             ,
Zion Lutheran School                                           ,Marengo              ,
Zion Lutheran School                                           ,Beecher              ,
Zion Lutheran School and Preschool                             ,Mchenry              ,
Zion-Benton Twnshp Hi Sch                                      ,Zion                 ,
Zion-Benton Twp HSD 126                                        ,Zion                 ,
John Hancock College Prep                                      ,Chicago              ,
Chicago Math and Science Academy                               ,Chicago              ,
King College Prep                                              ,Chicago              ,
George Westinghouse College Prep                               ,Chicago              ,
Northside College Prep                                         ,Chicago              ,
Phoenix Military Academy                                       ,Chicago              ,
Horizon Science Academy Southwest                              ,Chicago              ,
Muchin College Prep                                            ,Chicago              ,
Sarah E. Goode STEM Academy                                    ,Chicago              ,
Rowe-Clark Math & Science Academy                              ,Chicago              ,
Baker College Prep                                             ,Chicago              ,
Steinmetz College Prep                                         ,Chicago              ,
John F. Kennedy High School                                    ,Chicago              ,
ITW David Speer Academy                                        ,Chicago              ,
St. Ignatius College Prep                                      ,Chicago              ,
George Washington High School                                  ,Chicago              ,
Nicholas Senn High School                                      ,Chicago              ,
Hyman G. Rickover Naval Academy                                ,Chicago              ,
Butler College Prep                                            ,Chicago              ,
Back of the yards                                              ,Chicago              ,
Horizon Science Academy McKinley                               ,Chicago              ,
Golder College Prep                                            ,Chicago              ,
Latin School of Chicago                                        ,Chicago              ,
Air Force Academy High School                                  ,Chicago              ,
